"site"	"P_mgL"	"C_mgL"	"N_mgL"	"Q_ft3S"
"01125520"	"0.0552727272727273"	"5.58944444444444"	"0.943147208121827"	NA
"01125720"	"0.179466666666667"	"7.38493150684932"	"1.24866666666667"	"615.356666666667"
"01126510"	"0.0230555555555556"	"4.075"	"0.574444444444444"	"184.6"
"01125499"	"0.04375"	"5.36"	"0.942"	"70.65"
"01125500"	"0.0537415730337079"	"6.225"	"0.993707865168539"	"619.526315789474"
"01125200"	"0.180133333333333"	"7.28648648648649"	"1.15746666666667"	NA
"01125100"	"0.0932532751091703"	"6.73943661971831"	"1.46863436123348"	"191"
"01124151"	"0.0438591549295775"	"7.0875"	"0.721571428571429"	NA
"01125150"	"0.217360406091371"	"7.01340206185567"	"1.75695431472081"	"292.333333333333"
"01126111"	"0.0232222222222222"	"4.675"	"0.49"	NA
"01126113"	"0.0555"	"6.4"	"0.908888888888889"	NA
"01201050"	"0.0633"	"6.5875"	"0.718888888888889"	NA
"01477850"	"0.02"	"2.8"	"1.8"	NA
"01477860"	"0.19"	"6.1"	"3.5"	NA
"01478000"	"0.189684210526316"	"7.36363636363636"	"2.24210526315789"	"112.2"
"01479000"	"0.257178571428571"	"10.2307692307692"	"3.53846153846154"	"244.857142857143"
"01480015"	"0.31"	"9"	"4.2"	NA
"01480000"	"0.455266666666667"	"5.8"	"4.27333333333333"	"188.166666666667"
"01480095"	"0.214208333333333"	"6"	"2.26041666666667"	"43.3333333333333"
"01486905"	"0.05"	"2.9"	"6.9"	NA
"01486820"	"0.042"	"1.9"	"3.8"	NA
"01486870"	"0.021"	"3.2"	"4.6"	NA
"01486815"	"0.018"	"1.9"	"3.7"	NA
"01481500"	"0.18103125"	"6.5"	"3.03333333333333"	"780.944444444444"
"01486800"	"0.034"	"2.1"	"3.2"	NA
"01487000"	"0.187006896551724"	"6.11623931623932"	"4.68741379310345"	"90.9401709401709"
"01481540"	"0.118333333333333"	"4.53333333333333"	"2.9"	NA
"01486983"	"0.057"	"4.6"	"2.8"	NA
"01486987"	"0.024"	"3.4"	"2.4"	NA
"01486985"	"0.01"	"2.5"	"2.7"	NA
"02376500"	"0.0222727272727273"	"3.2"	"0.528095238095238"	"1830"
"02376108"	"0.467625"	"98.9333333333333"	"5.29"	"52.625"
"02376033"	"0.0550416666666667"	"4.84090909090909"	"0.46625"	NA
"302407087141801"	"0.07"	"5.5"	"2.3"	NA
"303342087140400"	"0.0214117647058824"	"3.925"	"0.404"	NA
"02375500"	"0.0373037974683544"	"6.37230769230769"	"0.56513698630137"	"4915.45887445887"
"303313087140000"	"0.295"	"6.94166666666667"	"0.798888888888889"	NA
"02376070"	"0.0325"	"5.3125"	"0.77"	NA
"02370500"	"0.21"	"7"	"0.83"	"637.344262295082"
"02370000"	"0.0251666666666667"	"4.13333333333333"	"0.475555555555556"	"190.722222222222"
"02367397"	"0.01"	"0"	"0.25"	NA
"02368000"	"0.0341533333333333"	"5.2515625"	"0.494402985074627"	"1017.01694915254"
"02367377"	"0.01"	"0"	"0.285"	NA
"02367370"	"0.01"	"0"	"0.595"	NA
"02367355"	"0.01"	"5"	"0.25"	NA
"02367310"	"0.01"	"5"	"0.235"	"75"
"303015086304000"	"0.014625"	"2.57142857142857"	"0.39875"	NA
"02366900"	"0.0134791666666667"	"5.5"	"2.14026315789474"	NA
"02366500"	"0.0345454545454545"	"5.57441860465116"	"0.563565891472868"	"4964.28571428571"
"02365500"	"0.040037037037037"	"4.859375"	"0.557857142857143"	"4962.1052631579"
"02359500"	"0.0166666666666667"	"3.10952380952381"	"0.386222222222222"	"460.032323232323"
"295102085152400"	"0.04"	"3"	"2.5"	NA
"02359101"	"0.0222222222222222"	"8.69444444444444"	"0.713157894736842"	"686"
"02359000"	"0.0334630872483222"	"4.35"	"1.02577777777778"	"1177.76"
"02358754"	"0.0580952380952381"	"6.04285714285714"	"0.7375"	"8470"
"295610085024500"	"0.11"	"10"	"1"	NA
"295622085015500"	"0.0573913043478261"	"5.45652173913043"	"0.704347826086957"	NA
"02358700"	"0.0547826086956522"	"5.47826086956522"	"0.7825"	"2834.66666666667"
"02359170"	"0.0451142857142857"	"6.21111111111111"	"0.769261363636364"	"11305"
"303129084591500"	"0.03"	"4.7"	"0.13"	NA
"02358685"	"0.0125"	"4.45"	"0.31"	"5.3"
"02330100"	"0.132857142857143"	"11.5"	"0.602857142857143"	"101.185714285714"
"02357998"	"0.02"	"4"	"0.57"	NA
"304119084503000"	"0.23"	"9"	"1.5"	NA
"02358600"	"0.23"	"3.8"	"0.81625"	"20"
"02358500"	"0.06"	"4"	"0.57"	NA
"02330120"	"0.05"	"8"	"0.64"	NA
"301658084450800"	"0.02"	"23"	"0.7"	NA
"301154084434200"	"0.02"	"29"	"0.82"	NA
"02330050"	"0.145"	"10.8"	"0.8675"	"6.83333333333333"
"301231084400700"	"0.03"	"21"	"0.52"	NA
"02330150"	"0.09"	"10"	"0.65"	NA
"02330000"	"0.11"	"9.5"	"0.72"	"776.428571428571"
"02329877"	"0.04875"	"8.6"	"0.28375"	NA
"02329700"	"0.13"	"3"	"0.85"	"7.05714285714286"
"02329777"	"0.12"	"3"	"0.74"	NA
"02329815"	"0.08"	"5"	"0.36"	NA
"02329538"	"0.14125"	"3.2"	"0.53"	NA
"02329534"	"0.125454545454545"	"5.6"	"0.963636363636364"	NA
"02329542"	"0.085"	"6"	"0.765"	"28"
"02329548"	"0.15625"	"6.4"	"1.10875"	NA
"02329646"	"0.25"	"12"	"2.4"	NA
"02329553"	"0.11125"	"5.6"	"0.71"	NA
"02329556"	"0.4"	"6"	"0.95"	NA
"02329600"	"0.1525"	"11.4"	"1.5275"	"147.5"
"02329565"	"0.1875"	"10"	"1.3575"	NA
"02330166"	"0.0833333333333333"	"9.5"	"0.616666666666667"	NA
"02329490"	"0.10625"	"7"	"0.635"	"37.6666666666667"
"02329500"	"0.105"	"11.5"	"1.4"	"101.75"
"02327100"	"0.0387142857142857"	"26.3793103448276"	"0.740722891566265"	"102.647222222222"
"02329582"	"0.205"	"9.8"	"0.795"	NA
"02329352"	"0.125"	"9.8"	"2.5375"	NA
"02329404"	"0.25"	"13"	"1"	NA
"02327033"	"0.02"	"27"	"0.65"	NA
"02329252"	"0.13"	"13"	"0.82"	NA
"02329200"	"0.025375"	"4.88888888888889"	"0.525833333333333"	NA
"302414084183000"	"4.13333333333333"	"27"	"11.65"	NA
"02328500"	"0.275"	"15"	"1.2"	NA
"302127084181100"	"2.165"	"18"	"5.9"	NA
"02329186"	"0.05"	"25"	"1.3"	NA
"02329181"	"0.325"	"19"	"3"	NA
"02326845"	"0.21"	"4.8"	"0.416"	NA
"02326900"	"0.0442941176470588"	"6.82727272727273"	"0.373387096774194"	"343.314285714286"
"02326526"	"0.0571875"	"5.63636363636364"	"0.191"	"330.304347826087"
"02326512"	"0.0608474576271186"	"18.375"	"0.772181818181818"	"505"
"02326000"	"0.0728571428571429"	"23.1857142857143"	"0.681428571428571"	"79.5714285714286"
"02326500"	"0.0389166666666667"	"27.2142857142857"	"0.86125"	"210.384615384615"
"02324500"	"1.50107692307692"	"180.909090909091"	"4.48888888888889"	"173.2"
"02324400"	"0.24"	"21"	"1.435"	"25.725"
"02324000"	"0.0647474747474747"	"30.0555555555556"	"0.904536082474227"	"170.457142857143"
"02319000"	"0.193404958677686"	"15"	"0.954431818181818"	NA
"02323500"	"0.189343137254902"	"12.29"	"0.946588235294118"	NA
"02315550"	"1.29410476190476"	"31.0594339622642"	"1.31363636363636"	NA
"02320500"	"0.227485148514851"	"14.0640776699029"	"1.03131736526946"	"4235.90909090909"
"02315542"	"0.295882352941176"	"43.3333333333333"	"1.13882352941176"	"0.09"
"02315532"	"0.305263157894737"	"32.8333333333333"	"0.993684210526316"	NA
"302447082490201"	"0.49"	"4"	"0.45"	NA
"302548082480301"	"1.8"	"60"	"12"	NA
"02315520"	"15.5113821138211"	"18.6568965517241"	"7.83440860215054"	NA
"302430082472501"	"10"	"25"	"12"	NA
"302505082472401"	"14"	"17"	"13"	NA
"02322700"	"0.0538125"	"1.66666666666667"	"0.442"	"408.636363636364"
"302402082470701"	"1.1"	"15"	"0.84"	NA
"302743082463001"	"0.21"	"7"	"0.58"	NA
"02313700"	"0.0798888888888889"	"5.92857142857143"	"0.375"	"-386.917647058824"
"280635082453300"	"1.14666666666667"	"17"	"4.1"	NA
"280701082450000"	"0.136666666666667"	"0"	"1.8"	NA
"02307731"	"0.28079746835443"	"15.65"	"1.08136363636364"	"1.1"
"02309421"	"0.501333333333333"	"75.5"	"0.643333333333333"	NA
"02315500"	"0.185445544554455"	"38.8974358974359"	"0.93175"	NA
"302744082441201"	"2.8"	"13"	"12"	NA
"02308990"	"0.202928571428571"	"14"	"1.135"	NA
"02313500"	"0.2"	"4.25"	"1.15"	NA
"302843082440301"	"0.71"	"14"	"3.6"	NA
"02314986"	"0.104381578947368"	"60.76"	"1.41573770491803"	NA
"02315000"	"0.0836835443037975"	"39.7922077922078"	"0.919746835443038"	NA
"02322500"	"0.08"	"4.66666666666667"	"0.42"	"2239.13043478261"
"02308773"	"0.140833333333333"	"10.7227272727273"	"0.583846153846154"	NA
"02315005"	"1.59222222222222"	"19.6861111111111"	"2.54202380952381"	NA
"02310147"	"0.276666666666667"	"10.35"	"1.34166666666667"	NA
"02307359"	"0.063030303030303"	"36.1891891891892"	"1.39059210526316"	"10.42"
"02315090"	"0.9428"	"28.6153846153846"	"0.7792"	NA
"02308929"	"0.34125"	"25.4545454545455"	"2.85555555555556"	NA
"02310000"	"0.0878742857142857"	"18.6829268292683"	"0.862929936305732"	"124.098076923077"
"02308193"	"0.427857142857143"	"25.5833333333333"	"2.15384615384615"	NA
"02315392"	"0.142272727272727"	"36.3045454545455"	"0.902272727272727"	NA
"02310300"	"0.0593970588235294"	"20.15"	"0.985276073619632"	"88.4510526315789"
"02307323"	"0.056"	"25.05"	"0.972"	NA
"02313251"	"0.0361363636363636"	"11.5217391304348"	"0.533636363636364"	NA
"02313250"	"0.0455555555555556"	"12.4857142857143"	"0.571923076923077"	"1040"
"02310750"	"0.0479767441860465"	"18"	"0.351333333333333"	"1432.14285714286"
"02315200"	"0.154761904761905"	"38.8666666666667"	"1.16761904761905"	NA
"02310700"	"0.0633333333333333"	"1"	"0.745"	NA
"02313237"	"0.075952380952381"	"8.32"	"0.566190476190476"	NA
"02307000"	"0.3575"	"15.465671641791"	"1.37858267716535"	"41.7346153846154"
"02321800"	"0.199166666666667"	"30.5789473684211"	"0.891538461538462"	"53.915625"
"02306950"	"0.141176470588235"	"11.37"	"0.81"	NA
"02309848"	"0.0516666666666667"	"35.1904761904762"	"1.63333333333333"	"0"
"02306647"	"0.13"	"15.6190476190476"	"0.9575"	NA
"02310280"	"0.0478807947019868"	"22.671875"	"1.15859649122807"	NA
"02300062"	"0.275555555555556"	"48.125"	"4.80944444444444"	NA
"02306904"	"0.055"	"12.5157894736842"	"0.731363636363636"	NA
"02300056"	"0.541904761904762"	"49.6666666666667"	"1.18190476190476"	NA
"02306500"	"1.58833333333333"	"11.7270833333333"	"2.83"	"5.07125"
"02299800"	"1.17388888888889"	"22.7333333333333"	"2.17142857142857"	"1.75"
"02306289"	"0.03"	"12.65"	"0.82"	NA
"02300044"	"0.331"	"21.75"	"0.938571428571429"	NA
"02300038"	"0.356470588235294"	"22.9411764705882"	"1.17470588235294"	NA
"02300040"	"0.175"	"16.6666666666667"	"2.2"	"0"
"02300037"	"0.148125"	"25.6"	"1.64066666666667"	NA
"02300039"	"0.0628571428571429"	"31.9214285714286"	"0.798571428571429"	NA
"02300050"	"0.210588235294118"	"47.75"	"1.01941176470588"	NA
"023000355"	"0.267857142857143"	"21.7071428571429"	"0.996428571428571"	NA
"02306028"	"0.411774193548387"	"7.85714285714286"	"0.848870967741935"	NA
"02313090"	"0.0307692307692308"	"14.1538461538462"	"0.487"	NA
"02305780"	"0.281538461538462"	"8.02307692307692"	"0.869230769230769"	NA
"02313180"	"0.045"	"1.31666666666667"	"0.495"	"698.2"
"02313100"	"0.0358428571428571"	"2.41639344262295"	"0.60359375"	"780.269230769231"
"272445082265000"	"0.175"	"17"	"0.79"	NA
"02300036"	"0.183846153846154"	"33.2307692307692"	"0.893846153846154"	NA
"02300034"	"0.107222222222222"	"20.9722222222222"	"0.651764705882353"	NA
"02304500"	"0.388181818181818"	"15.8934782608696"	"1.105"	"520.468947368421"
"02321500"	"0.322327272727273"	"22.776"	"1.01976470588235"	"781.85504587156"
"280057082252000"	"0.36"	"2"	"1.1"	NA
"02300032"	"0.246470588235294"	"21.11875"	"0.7025"	NA
"02303800"	"0.0714184782608696"	"32.7787878787879"	"1.49920863309353"	"62.06"
"02303420"	"0.0712396694214876"	"30.7741935483871"	"1.76759615384615"	NA
"275647082240601"	"0.8565"	"11.3078947368421"	"1.2646875"	NA
"02301721"	"0.839300699300699"	"7.01570247933884"	"1.08755244755245"	NA
"02303400"	"0.211684782608696"	"22.6071428571429"	"1.25512195121951"	"25.1161363636364"
"02304200"	"0.295"	"17.7363636363636"	"1.13541666666667"	NA
"02300530"	"0.093"	"10.87"	"1.285"	"2.25"
"02304000"	"0.404025641025641"	"12.4127272727273"	"1.15090909090909"	NA
"02303350"	"0.19605504587156"	"29.7777777777778"	"1.1565625"	"37"
"02301780"	"0.394444444444444"	"9.5"	"0.18"	"11"
"02300500"	"0.5275"	"13.9083333333333"	"1.20054545454545"	"253.901818181818"
"02300700"	"0.308625"	"11.4464285714286"	"0.945423728813559"	"12.6363636363636"
"02303354"	"0.355"	"12.4117647058824"	"1.08333333333333"	NA
"02298930"	"0.27"	"20"	"0.94"	NA
"02313000"	"0.0353932038834951"	"11.8809090909091"	"0.716574585635359"	"999.410243902439"
"280412082204400"	"0.528823529411765"	"17.5"	"1.16"	NA
"280014082203600"	"0.732222222222222"	"34.325"	"2.782"	NA
"02298830"	"0.385978571428571"	"22.9347826086957"	"1.38574803149606"	"256.415591397849"
"02303330"	"0.332108280254777"	"9.27391304347826"	"1.39028301886792"	"64"
"02300300"	"0.446666666666667"	"24"	"1.6"	NA
"02303379"	"0.03"	"13"	"0.95"	NA
"02299230"	"0.3175"	"15"	"1.1925"	NA
"02229000"	"0.0307692307692308"	"34.9523809523809"	"0.93546875"	"112.466666666667"
"02321000"	"0.545416666666667"	"21"	"1.174"	"163.1125"
"02299188"	"0.29"	"24"	"1.6"	NA
"02303271"	"0.656842105263158"	"20.1290322580645"	"1.2490625"	"19.9769230769231"
"02303300"	"0.775797101449275"	"24.48"	"2.06758620689655"	"19.02"
"02299160"	"0.06"	"20.0833333333333"	"1.36923076923077"	NA
"271804082151500"	"0.29"	"19"	"1"	NA
"271725082144400"	"0.29"	"18"	"0.8"	NA
"02303200"	"0.753205607476636"	"14.9611111111111"	"1.98140243902439"	"42.2"
"02303000"	"0.441254237288136"	"7.92178217821782"	"1.88612440191388"	"288.409090909091"
"02312500"	"0.0876984126984127"	"20.4207317073171"	"0.97392"	"309.5625"
"02312600"	"0.0652032520325203"	"19.3089552238806"	"1.01319327731092"	"301.42"
"02320700"	"0.085"	"29.8125"	"0.65"	"115.493714285714"
"280858082124800"	"0.4825"	"14.325"	"1.135"	NA
"02299496"	"0.276296296296296"	"10.5"	"0.996666666666667"	NA
"02299060"	"0.135"	"22.1818181818182"	"1.92727272727273"	NA
"02299950"	"0.507415492957746"	"15.6551724137931"	"0.843166666666667"	"120.841379310345"
"02301500"	"4.65061538461539"	"14.6030303030303"	"1.99051724137931"	"605.256756756757"
"270557082123400"	"0.29"	"20"	"1.2"	NA
"02300100"	"0.629265432098765"	"17.5486486486486"	"1.07873949579832"	"13.9925"
"02302010"	"0.143"	"4.11052631578947"	"2.11"	"62.1666666666667"
"02301990"	"0.141967213114754"	"11.746"	"1.4638961038961"	"10"
"02300200"	"0.546795580110497"	"13.5102564102564"	"1.11882352941176"	"11.6966666666667"
"02311700"	"0.17"	"5.84736842105263"	"1.355"	"38.5"
"02301988"	"0.155555555555556"	"13.9125"	"0.888888888888889"	NA
"02298608"	"0.336052631578947"	"25.7333333333333"	"0.981578947368421"	"322.128571428571"
"02299420"	"0.37"	"24"	"1.4375"	NA
"02312200"	"0.0497457627118644"	"20.7780821917808"	"1.01405172413793"	"96.8684210526316"
"02312700"	"0.0367010309278351"	"10.945045045045"	"0.813297872340425"	"183.510638297872"
"02302500"	"1.06457711442786"	"17.3808510638298"	"2.36828025477707"	"64.2223076923077"
"262653082081900"	"0.03"	"21"	"1.7"	NA
"262651082080300"	"0.035"	"27.5"	"2.3"	NA
"281205082080200"	"0.165"	"18.2"	"1.0875"	NA
"262654082075700"	"0.08"	"54.5"	"4"	NA
"262642082075400"	"0.05"	"93"	"5.4"	NA
"02312675"	"0.0492"	"7.4625"	"1.0288"	NA
"281251082074900"	"0.25"	"24.3166666666667"	"1.78333333333333"	NA
"02311500"	"0.0557352941176471"	"27.3"	"0.955966386554622"	"125.119130434783"
"02301300"	"1.65500420168067"	"14.3613636363636"	"1.16931818181818"	"83.1030303030303"
"262605082064900"	"0.0233333333333333"	"51.6666666666667"	"3.7"	NA
"02302280"	"0.559230769230769"	"14.55"	"1.72461538461538"	NA
"265522082064600"	"0.281888888888889"	"8.90588235294118"	"1.04111111111111"	NA
"262609082064400"	"0.025"	"71"	"4.4"	NA
"262603082063100"	"0.09"	"94"	"7.3"	NA
"262617082063100"	"0.04"	"81"	"5.6"	NA
"262615082063000"	"0.1"	"61.5"	"5.5"	NA
"280828082062900"	"0.48"	"13.0333333333333"	"1.11"	NA
"262615082062700"	"0.0545454545454545"	"50.3769230769231"	"3.25"	NA
"02312640"	"0.02"	"7.39491525423729"	"0.8"	NA
"262545082060100"	"0.03"	"24"	"2.3"	NA
"02301000"	"5.99817427385892"	"13.0302325581395"	"2.47022346368715"	"127.705882352941"
"02311000"	"0.274210526315789"	"32.635"	"1.24875"	"165.964"
"262546082055200"	"0.025"	"22.5"	"1.9"	NA
"262537082054800"	"0.2"	"45"	"2.25"	NA
"262550082053800"	"0.04"	"134"	"4.2"	NA
"262528082051800"	"0.085"	"47"	"2.1"	NA
"02231000"	"0.0493140495867769"	"26.2413793103448"	"0.755892857142857"	"825.898305084746"
"262538082045200"	"0.0266666666666667"	"29"	"2.2"	NA
"02302260"	"0.685"	"18.75"	"1.725"	NA
"264156082040700"	"0.03"	"16"	"0.89"	NA
"264154082035100"	"0.025"	"12.5"	"0.64"	NA
"02312667"	"0.0975"	"9.53571428571429"	"0.685"	NA
"264015082034400"	"0.025"	"10"	"0.645"	NA
"274517082034100"	"1.48"	"32.1"	"0.776666666666667"	NA
"263901082033400"	"0.025"	"10.5"	"0.645"	NA
"262544082033201"	"0.04"	"25"	"1.7"	NA
"262613082033000"	"0.08"	"38"	"2"	NA
"263929082033000"	"0.025"	"15.2"	"0.57"	NA
"262604082032800"	"0.035"	"26"	"2.45"	NA
"263830082032200"	"0.0233333333333333"	"12"	"0.61"	NA
"02310947"	"0.0784905660377359"	"38.3409090909091"	"1.5060153256705"	"182.65119047619"
"02312180"	"0.0591954022988506"	"45.4108695652174"	"1.63698795180723"	"46.3325"
"264002082031100"	"0.025"	"11.7"	"0.685"	NA
"262631082023600"	"3.6"	"24"	"4.2"	NA
"262631082023500"	"2.525"	"32"	"5.6"	NA
"262633082022500"	"2.4"	"22"	"5.9"	NA
"02293264"	"0.0233333333333333"	"11.3333333333333"	"0.52"	NA
"02297155"	"0.412954545454545"	"24.5833333333333"	"1.00886363636364"	NA
"02297460"	"0.555744680851064"	"16.8085106382979"	"1.27829787234043"	NA
"02297330"	"0.780192660550459"	"18.0252525252525"	"1.50330275229358"	NA
"02239000"	"0.108444444444444"	"28.4375"	"1.94117647058824"	"173.646153846154"
"02297310"	"0.485081967213115"	"20.2435897435897"	"1.43184210526316"	"125.782424242424"
"02240000"	"0.0608538461538462"	"6.44583333333333"	"1.16713178294574"	"3.1"
"02312690"	"0.065"	"2.8"	"2.2"	"0.3"
"270930081575800"	"0.573333333333333"	"18"	"1.05"	NA
"270700081573200"	"3.6"	"13"	"3.3"	NA
"02243000"	"0.0753142857142857"	"18.4407407407407"	"0.908529411764706"	"226"
"263329081555500"	"0.166375"	"14.3"	"1.19125"	NA
"264147081551201"	"0.04"	"15"	"1.3"	NA
"02293261"	"0.045"	"11.35"	"0.71"	NA
"02240500"	"0.0455178571428571"	"6.51363636363636"	"0.885714285714286"	NA
"264727081534900"	"0.035"	"11.5"	"0.9"	NA
"263745081533600"	"0.1"	"3.9"	"0.765"	NA
"02291736"	"0.02"	"9.5"	"0.52"	NA
"02295870"	"0.6875"	"29.5"	"1.725"	NA
"02297100"	"0.249166666666667"	"16.15"	"1.81606557377049"	"58.4785714285714"
"264055081524000"	"0.13"	"14"	"0.89"	NA
"02296750"	"1.75961710037175"	"15.9676923076923"	"1.78897540983607"	"1028.01877828054"
"02295760"	"0.56"	"18.175"	"1.0775"	NA
"02237293"	"0.0406363636363636"	"11.3333333333333"	"0.587777777777778"	"22.952380952381"
"263902081520300"	"0.164705882352941"	"15.1428571428571"	"1.27875"	NA
"02295735"	"0.6575"	"17.7"	"5.15"	NA
"02237000"	"0.01"	"10"	"0.5275"	"47.1885294117647"
"264128081513201"	"0.465"	"18"	"1.255"	NA
"02291670"	"0.04"	"21"	"1"	NA
"02294290"	"0.4125"	"18.75"	"1.4"	NA
"02294491"	"0.691176470588235"	"34.2941176470588"	"5.79803921568627"	"17.7033333333333"
"02295800"	"2.325"	"16.425"	"2.3"	NA
"02296600"	"1.8525"	"18.15"	"1.975"	NA
"02246599"	"0.173333333333333"	"21.6666666666667"	"0.815555555555556"	NA
"02243800"	"0.0371290322580645"	"10.962962962963"	"0.50125"	NA
"02295420"	"0.795818181818182"	"11.52"	"1.59013698630137"	"1.2"
"02310800"	"0.0968105263157895"	"45.9032258064516"	"1.61393063583815"	"49.785"
"02294650"	"4.10590173410405"	"22.1177777777778"	"2.875"	"156.925641025641"
"02294330"	"0.385"	"35.45"	"3.3"	NA
"02295642"	"2.325"	"17.675"	"2.425"	NA
"02295163"	"3.675"	"8.55"	"2.1925"	"50.625"
"02295440"	"2.45"	"16.5"	"2.225"	NA
"02243960"	"0.0353529411764706"	"11.5826086956522"	"0.548571428571429"	"1803.25"
"262604081481001"	"0.045"	"11.5"	"0.74"	NA
"02295194"	"2.95"	"17.225"	"2.525"	NA
"02295637"	"2.24975903614458"	"15.16"	"2.08880794701987"	"439.875"
"264253081480101"	"0.14"	"14.5"	"1.17"	NA
"02294781"	"1.93263076923077"	"22.6666666666667"	"3.25714285714286"	"5.7"
"02296500"	"0.564534246575342"	"24.08"	"1.51027397260274"	"92.175"
"02291580"	"0.09"	"20"	"1.1"	NA
"02295607"	"2.5"	"18.5"	"2.325"	NA
"02295614"	"2.45"	"17"	"2.175"	NA
"02295067"	"0.59"	"19.75"	"2.475"	"9.86666666666667"
"02291280"	"0.06685"	"17.4666666666667"	"1.143125"	"0"
"02298123"	"0.103049295774648"	"25.1818181818182"	"1.41041666666667"	"59.3333333333333"
"02238000"	"0.038"	"19.6666666666667"	"2.73333333333333"	"259.53125"
"02294898"	"1.4302752293578"	"16.9463414634146"	"2.30084112149533"	NA
"263736081464301"	"0.03"	"17.5"	"1.3"	NA
"264207081462800"	"0.15"	"11"	"1.2"	NA
"02295557"	"0.4125"	"17.375"	"3.925"	"0.8"
"02236700"	"0.018"	"54"	"1.5"	"20.45"
"02246460"	"0.03"	"7"	"0.5"	NA
"02291500"	"0.12"	"13"	"0.9"	NA
"264302081444000"	"0.19"	"19"	"1.3"	NA
"02236500"	"0.022"	"29.3333333333333"	"1.5"	"25.0795348837209"
"264423081441301"	"0.105"	"13.5"	"0.94"	NA
"02244005"	"0.0386470588235294"	"12.75"	"0.588205128205128"	NA
"02293050"	"0.045"	"10.5"	"0.7"	"21"
"02244030"	"0.0305423728813559"	"11.2125"	"0.657068965517241"	NA
"02244032"	"0.0350714285714286"	"10.2916666666667"	"0.701851851851852"	NA
"271601081433200"	"0.11"	"20.5"	"0.94"	NA
"02246497"	"0.15"	"14"	"0.96"	NA
"02292900"	"0.120549180327869"	"19.0288461538462"	"1.66558558558559"	"1276.30357142857"
"261009081411400"	"0.01592"	"17000"	"1.134"	NA
"02237700"	"0.396582524271845"	"32.0435483870968"	"4.69241758241758"	"99.5251351351351"
"02237701"	"0.16"	"27"	"5.8"	"151.528947368421"
"264313081405900"	"0.06"	"44"	"1.6"	NA
"02297733"	"0.143333333333333"	"16.8181818181818"	"1.75"	NA
"264253081402200"	"0.0692857142857143"	"10.3"	"0.666428571428571"	NA
"02246500"	"0.137609756097561"	"11.3846153846154"	"1.09391304347826"	NA
"02266200"	"0.0629459459459459"	"53.6855263157895"	"2.31718309859155"	"3.15777777777778"
"02292795"	"0.1110625"	"20.75"	"1.249375"	NA
"02266292"	"0.1366"	"31.2352941176471"	"1.71666666666667"	"0.0125"
"02244450"	"0.0615849056603774"	"16.3095238095238"	"1.18792452830189"	"5061.66666666667"
"02266291"	"0.0622"	"66.4230769230769"	"3.41095238095238"	"0"
"02266296"	"0.803333333333333"	"22"	"1.5"	"0.1"
"02266295"	"0.086551724137931"	"34.0793103448276"	"1.42652173913043"	"0.1"
"02266480"	"0.069007299270073"	"35.38515625"	"2.186640625"	"5.7575"
"02266294"	"0.1072375"	"30.2207792207792"	"1.78311688311688"	"0"
"022662947"	"0.369"	"29.5"	"2.59"	NA
"282135081345500"	"0.391084337349398"	"37.4716049382716"	"2.16373493975904"	NA
"02266298"	"0.327888888888889"	"34.1666666666667"	"2.13333333333333"	NA
"02266300"	"0.389737804878049"	"34.7142857142857"	"1.9641935483871"	"25.5413333333333"
"02266320"	"0.318571428571429"	"31"	"1.95714285714286"	NA
"02297875"	"0.141666666666667"	"9.5"	"1.1325"	NA
"02246100"	"1.24777777777778"	"21.7777777777778"	"1.74444444444444"	"26.9071428571429"
"264246081332700"	"0.1"	"89"	"1.4"	NA
"02263851"	"0.0339090909090909"	"15.72"	"0.904"	"0"
"264254081332300"	"0.06"	"63"	"1.6"	NA
"264939081330000"	"0.02"	"30"	"1.13333333333333"	NA
"02266500"	"0.204213483146067"	"34.9712230215827"	"1.76842857142857"	"44.8498765432099"
"02246150"	"0.0733333333333333"	"28"	"0.73"	"15.3234545454545"
"264510081313100"	"0.0294117647058824"	"16.4928571428571"	"0.885294117647059"	"28.8291666666667"
"02264140"	"0.0663414634146341"	"28.3533333333333"	"1.32"	NA
"264315081311701"	"0.08"	"8"	"0.52"	NA
"02264100"	"0.0634044117647059"	"21.583064516129"	"1.049765625"	"18.0862745098039"
"02264000"	"0.0320786516853933"	"59.6411111111111"	"1.75571428571429"	"1.05060606060606"
"264315081310600"	"0.05"	"18"	"1.5"	NA
"02235200"	"0.0405882352941176"	"23.0555555555556"	"1.71111111111111"	"106.708333333333"
"264938081292000"	"0.04"	"25"	"1.3"	NA
"02246828"	"0.168"	"19.1818181818182"	"0.804"	"18.95"
"264529081284000"	"0.0527272727272727"	"35"	"0.619090909090909"	NA
"02246832"	"0.54875"	"16.8888888888889"	"0.77875"	"5.1"
"264417081281700"	"0.0485714285714286"	"17.5"	"1.63857142857143"	NA
"264445081274400"	"0.0433333333333333"	"25"	"1.635"	"4.22727272727273"
"02263800"	"1.86066666666667"	"16.5266666666667"	"0.864545454545455"	"45.3066666666667"
"02264495"	"1.25666666666667"	"25.7272727272727"	"1.42"	"8.8"
"02234635"	"0.0966666666666667"	"1.2"	"1.3"	NA
"02266550"	"0.127222222222222"	"48.52"	"2.10888888888889"	"365.1"
"02235000"	"0.104615384615385"	"3.7"	"1.0725"	"299.3125"
"264546081240100"	"0.0385714285714286"	"16"	"0.761428571428571"	NA
